Id,Label,timeset,target,componentnumber,degree,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,Cluster
3483,3483,,6,0,5,0.8,8,9,0.207672,0.223218,173.893707,0.020001,2,3
3484,3484,,17,0,2,1,1,11,0.153356,0.158838,0,0.000812,9,0
3485,3485,,10,0,1,0,0,11,0.16849,0.174739,0,0.000535,5,1
3486,3486,,5,0,5,0.5,5,10,0.212393,0.224714,2403.9076,0.010136,0,5
3487,3487,,10,0,1,0,0,11,0.148356,0.151636,0,0.000341,9,0
3488,3488,,5,0,1,0,0,13,0.14113,0.145373,0,0.000423,5,1
3489,3489,,17,0,1,0,0,10,0.182185,0.189465,0,0.001626,9,0
3490,3490,,15,0,1,0,0,11,0.174188,0.181153,0,0.001735,1,1
3491,3491,,6,0,1,0,0,11,0.15573,0.160611,0,0.000356,2,3
3492,3492,,10,0,7,0.47619,10,10,0.206821,0.219734,4166.043646,0.010937,5,1
3493,3493,,6,0,4,0,0,10,0.202702,0.211276,2917.528214,0.002275,5,0
3494,3494,,0,0,2,1,1,10,0.204064,0.21585,0,0.009451,3,2
3495,3495,,6,0,8,0.357143,10,9,0.215382,0.231236,4975.004611,0.025116,2,3
3496,3496,,5,0,5,0.5,5,10,0.21554,0.227355,6248.829307,0.007203,0,5
3497,3497,,10,0,16,0.416667,50,10,0.220905,0.2368,9390.863184,0.043445,5,1
3498,3498,,0,0,17,0.294118,40,10,0.22861,0.245497,4613.404359,0.117863,3,2
3499,3499,,0,0,23,0.498024,126,10,0.240291,0.260394,5607.983265,0.221074,3,2
3500,3500,,11,0,9,0.472222,17,11,0.189293,0.198913,2104.783329,0.013335,7,7
3501,3501,,17,0,2,0,0,11,0.183913,0.192686,41.266528,0.002058,9,0
3502,3502,,15,0,22,0.337662,78,10,0.237292,0.25434,88098.280841,0.09165,1,1
3503,3503,,14,0,7,0.761905,16,10,0.204102,0.216608,259.279158,0.018539,2,3
3504,3504,,0,0,48,0.315603,356,10,0.250033,0.274152,130449.071476,0.36501,3,2
3505,3505,,17,0,1,0,0,11,0.191889,0.201795,0,0.003513,9,0
3506,3506,,17,0,1,0,0,10,0.19603,0.207936,0,0.004497,9,0
3507,3507,,8,0,10,0.022222,1,9,0.219689,0.232836,52732.909547,0.017462,4,6
3508,3508,,15,0,13,0.692308,54,10,0.207955,0.222426,399.545789,0.075581,1,1
3509,3509,,6,0,11,0.090909,5,9,0.227274,0.246083,59005.968769,0.029925,2,3
3510,3510,,0,0,5,0.6,6,10,0.21285,0.22814,211.627589,0.042545,3,2
3511,3511,,6,0,1,0,0,11,0.178249,0.186357,0,0.000931,2,3
3512,3512,,11,0,1,0,0,12,0.166893,0.173319,0,0.002515,7,7
3513,3513,,17,0,3,0,0,10,0.201699,0.213149,449.899943,0.005274,9,0
3514,3514,,6,0,13,0.115385,9,10,0.224867,0.238788,15076.298697,0.022753,2,3
3515,3515,,6,0,2,0,0,10,0.199117,0.209643,144.177942,0.002931,2,3
3516,3516,,1,0,3,0.333333,1,11,0.17274,0.178778,1108.3618,0.001897,8,4
3517,3517,,17,0,1,0,0,13,0.149266,0.154009,0,0.000437,9,0
3518,3518,,0,0,6,0.133333,2,11,0.192563,0.204401,1108.141055,0.006942,3,2
3519,3519,,17,0,4,0.166667,1,10,0.202594,0.214616,305.442814,0.007866,9,0
3520,3520,,6,0,24,0.068841,19,10,0.205046,0.219767,44950.145007,0.021414,2,3
3521,3521,,11,0,8,0.107143,3,10,0.194142,0.203542,7087.655521,0.009816,7,7
3522,3522,,10,0,1,0,0,11,0.184496,0.191238,0,0.000807,5,1
3523,3523,,17,0,3,0.666667,2,10,0.19613,0.207646,48.750991,0.006504,9,0
3524,3524,,17,0,2,0,0,10,0.20114,0.210101,3.210832,0.003371,9,0
3525,3525,,0,0,2,0,0,10,0.188716,0.197636,16.080325,0.002428,3,2
3526,3526,,10,0,9,0.75,27,13,0.150939,0.157363,200.00809,0.005041,5,10
3527,3527,,6,0,7,0.238095,5,10,0.196413,0.206284,3663.487901,0.005428,2,3
3528,3528,,17,0,10,0.044444,2,9,0.216427,0.228549,40347.855574,0.007789,9,0
3529,3529,,0,0,5,0.4,4,11,0.188357,0.197078,1270.151523,0.003093,3,2
3530,3530,,17,0,175,0.041379,630,9,0.25776,0.294355,1004358.256159,0.339065,9,0
3531,3531,,3,0,1,0,0,12,0.157895,0.163865,0,0.001125,8,4
3532,3532,,3,0,1,0,0,10,0.185511,0.191788,0,0.000684,8,4
3533,3533,,17,0,7,0.952381,20,10,0.214207,0.22791,249.494301,0.025713,9,0
3534,3534,,1,0,3,1,3,11,0.172131,0.177983,0,0.00209,8,4
3535,3535,,10,0,2,0,0,11,0.199623,0.210912,1872.242242,0.003941,2,3
3536,3536,,5,0,8,0.214286,6,10,0.193556,0.204255,11799.373526,0.009926,0,5
3537,3537,,0,0,2,0,0,10,0.200811,0.212498,3.129965,0.017274,3,2
3538,3538,,17,0,12,0.045455,3,9,0.216446,0.233266,45582.178185,0.019495,9,0
3539,3539,,10,0,2,0,0,12,0.167266,0.172972,101.001556,0.000996,5,1
3540,3540,,6,0,1,0,0,11,0.176655,0.183111,0,0.000766,3,2
3541,3541,,17,0,1,0,0,11,0.156597,0.162149,0,0.00036,9,0
3542,3542,,3,0,4,0.333333,2,10,0.213649,0.223337,4072.248811,0.00543,4,0
3543,3543,,3,0,2,0,0,10,0.19124,0.200743,7738.670797,0.002169,8,4
3544,3544,,0,0,100,0.130303,645,9,0.273471,0.301882,959147.780386,0.574992,3,2
3545,3545,,10,0,3,1,3,10,0.187981,0.197738,0,0.004995,5,1
3546,3546,,6,0,2,0,0,12,0.130766,0.133814,7622,0.000597,2,3
3547,3547,,0,0,5,0.1,1,10,0.223903,0.237229,16707.400276,0.01014,0,5
3548,3548,,3,0,5,0.2,2,12,0.166634,0.173671,8388.957306,0.003064,8,4
3549,3549,,3,0,2,0,0,12,0.169441,0.175619,974.201843,0.001577,8,4
3550,3550,,10,0,9,0.111111,4,10,0.210127,0.222008,31767.961849,0.008105,5,1
3551,3551,,17,0,3,1,3,10,0.187828,0.197006,0,0.003152,9,0
3552,3552,,6,0,6,0.466667,7,11,0.185678,0.194895,4741.630311,0.005006,0,5
3553,3553,,10,0,3,0.333333,1,12,0.179563,0.189063,138.424673,0.003319,5,1
3554,3554,,10,0,5,0.3,3,11,0.195341,0.208299,4433.652162,0.008732,5,1
3555,3555,,14,0,23,0.241107,61,9,0.239078,0.256987,30571.780318,0.073544,2,3
3556,3556,,6,0,2,0,0,11,0.196997,0.20906,283.62296,0.00563,2,3
3557,3557,,15,0,29,0.463054,188,10,0.219651,0.236572,4301.812888,0.139249,1,1
3558,3558,,10,0,1,0,0,11,0.173684,0.179213,0,0.000511,4,0
3559,3559,,15,0,15,0.409524,43,10,0.218593,0.233636,10145.192229,0.07047,1,1
3560,3560,,0,0,5,0.7,7,11,0.200336,0.212686,91.96322,0.040644,3,2
3561,3561,,10,0,5,0.1,1,10,0.199451,0.210579,6726.791747,0.004636,5,1
3562,3562,,15,0,4,1,6,11,0.178822,0.187463,0,0.005207,1,1
3563,3563,,17,0,2,1,1,10,0.196035,0.208001,0,0.004955,9,0
3564,3564,,11,0,37,0.325826,217,10,0.210603,0.222999,54494.931002,0.052637,7,7
3565,3565,,10,0,30,0.163218,71,10,0.225893,0.246376,48149.387925,0.088066,5,1
3566,3566,,0,0,13,0.141026,11,10,0.206742,0.22208,697.777798,0.068919,3,2
3567,3567,,10,0,5,0.2,2,11,0.185795,0.194774,1660.730189,0.003007,5,1
3568,3568,,0,0,5,0.2,2,10,0.217248,0.23272,172.986177,0.046846,3,2
3569,3569,,3,0,12,0.106061,7,9,0.228302,0.240484,104664.447932,0.009385,8,4
3570,3570,,3,0,3,0.333333,1,10,0.196312,0.204927,725.329329,0.002998,8,4
3571,3571,,10,0,36,0.146032,92,9,0.240011,0.259818,244987.288549,0.062033,5,1
3572,3572,,17,0,3,0,0,11,0.191518,0.20179,25574.619579,0.002948,9,0
3573,3573,,17,0,3,0.666667,2,10,0.216415,0.227262,608.882256,0.00572,9,0
3574,3574,,16,0,9,0.333333,12,10,0.201747,0.212559,10075.286134,0.008797,9,0
3575,3575,,3,0,6,0.133333,2,11,0.188176,0.196464,8467.836607,0.003691,8,4
3576,3576,,17,0,1,0,0,10,0.200997,0.210385,0,0.002416,9,0
3577,3577,,6,0,1,0,0,11,0.176303,0.184516,0,0.001402,2,3
3578,3578,,17,0,3,0.333333,1,10,0.190766,0.199217,7025.433422,0.001874,9,0
3579,3579,,14,0,1,0,0,12,0.144018,0.147867,0,0.000387,2,5
3580,3580,,0,0,5,0.4,4,10,0.204326,0.216186,602.840368,0.009769,3,2
3581,3581,,17,0,10,0.066667,3,10,0.199367,0.212907,4177.588194,0.009902,9,0
3582,3582,,3,0,11,0.345455,19,10,0.195954,0.207464,85357.97882,0.011303,8,4
3583,3583,,9,0,1,0,0,11,0.187366,0.19735,0,0.003252,5,1
3584,3584,,2,0,54,0.04682,67,9,0.253584,0.272524,616656.242073,0.053217,5,8
3585,3585,,16,0,6,0,0,10,0.217155,0.228742,22139.033666,0.005194,5,0
3586,3586,,0,0,1,0,0,11,0.168729,0.175131,0,0.000542,9,0
3587,3587,,6,0,3,0,0,10,0.21919,0.231617,8453.422501,0.007168,0,5
3588,3588,,10,0,7,0,0,11,0.196267,0.206169,20221.582431,0.004751,5,1
3589,3589,,17,0,12,0.19697,13,10,0.213135,0.229817,29140.643259,0.020527,9,0
3590,3590,,10,0,2,0,0,11,0.183709,0.193084,7622,0.002573,5,1
3591,3591,,15,0,6,0.333333,5,10,0.202266,0.212659,491.629652,0.015983,1,1
3592,3592,,0,0,7,0.380952,8,10,0.205355,0.218601,2661.859606,0.021376,3,2
3593,3593,,16,0,1,0,0,11,0.158515,0.163337,0,0.000517,9,0
3594,3594,,0,0,17,0.235294,32,10,0.216004,0.23356,17255.761428,0.069586,3,2
3595,3595,,10,0,4,0.333333,2,11,0.195146,0.208089,4191.546597,0.009538,5,1
3596,3596,,17,0,14,0.142857,13,9,0.235104,0.25309,52696.996585,0.03773,9,0
3597,3597,,0,0,124,0.128245,978,10,0.25554,0.285532,292213.440449,0.705244,3,2
3598,3598,,2,0,8,0.714286,20,10,0.180996,0.18844,186.002852,0.011031,5,8
3599,3599,,11,0,13,0.435897,34,11,0.18812,0.196946,1908.27936,0.019802,7,7
3600,3600,,17,0,4,0,0,10,0.203802,0.214164,3727.208974,0.004609,9,0
3601,3601,,10,0,1,0,0,12,0.162867,0.168938,0,0.000562,5,1
3602,3602,,8,0,6,0.2,3,10,0.198723,0.210905,1106.023345,0.009993,4,6
3603,3603,,14,0,11,0.272727,15,9,0.227098,0.24162,3574.373682,0.041154,2,3
3604,3604,,2,0,4,0.333333,2,10,0.191374,0.198855,10.446332,0.005069,5,8
3605,3605,,6,0,1,0,0,10,0.175771,0.184116,0,0.001769,2,3
3606,3606,,8,0,5,0.4,4,10,0.194172,0.204862,7793.24306,0.009456,4,6
3607,3607,,6,0,1,0,0,10,0.187555,0.197145,0,0.001483,2,3
3608,3608,,14,0,1,0,0,13,0.124076,0.126684,0,0.00031,0,5
3609,3609,,6,0,3,0.333333,1,9,0.222732,0.234708,889.398232,0.009231,4,0
3610,3610,,17,0,12,0.090909,6,9,0.21469,0.228821,50380.638413,0.012086,9,0
3611,3611,,0,0,4,0.166667,1,10,0.220515,0.233834,13611.004406,0.026796,3,2
3612,3612,,6,0,17,0.360294,49,10,0.222751,0.240765,10259.623509,0.055675,2,3
3613,3613,,0,0,8,0.071429,2,10,0.216587,0.231487,31803.215918,0.040827,3,2
3614,3614,,0,0,25,0.066667,20,10,0.229775,0.249237,94406.495153,0.076056,3,2
3615,3615,,3,0,7,0.095238,2,11,0.18076,0.188922,18392.986655,0.004164,8,4
3616,3616,,10,0,10,0.155556,7,11,0.197502,0.211655,10916.833919,0.015704,5,1
3617,3617,,6,0,7,0.095238,2,10,0.219575,0.233349,43875.713535,0.017524,0,5
3618,3618,,17,0,2,1,1,11,0.167841,0.175062,0,0.001049,9,0
3619,3619,,5,0,1,0,0,10,0.21897,0.231158,0,0.006427,0,5
3620,3620,,10,0,12,0.30303,20,11,0.207779,0.223094,23468.455319,0.030725,5,1
3621,3621,,0,0,4,0.166667,1,10,0.201374,0.2133,440.254263,0.008868,3,2
3622,3622,,6,0,9,0.361111,13,10,0.205311,0.218932,670.852425,0.019449,2,3
3623,3623,,1,0,1,0,0,12,0.158111,0.162511,0,0.000625,8,4
3624,3624,,17,0,4,0,0,12,0.158713,0.165162,8389.528837,0.001765,9,0
3625,3625,,17,0,9,0.055556,2,10,0.205002,0.21702,18935.351677,0.005889,9,0
3626,3626,,14,0,2,0,0,10,0.218983,0.231245,7622,0.006717,0,5
3627,3627,,5,0,1,0,0,11,0.181245,0.187702,0,0.000563,0,5
3628,3628,,6,0,3,0,0,10,0.17085,0.178533,181.075574,0.001307,2,3
3629,3629,,11,0,1,0,0,11,0.15253,0.156563,0,0.000469,7,0
3630,3630,,17,0,2,0,0,10,0.199707,0.210665,360.702721,0.004828,9,0
3631,3631,,17,0,1,0,0,10,0.175342,0.184038,0,0.000903,9,0
3632,3632,,8,0,33,0.232955,123,9,0.233091,0.249836,46678.380613,0.054716,4,6
3633,3633,,6,0,13,0.192308,15,10,0.193472,0.205421,20982.370715,0.017193,2,3
3634,3634,,8,0,2,0,0,10,0.199268,0.208747,441.425631,0.004077,4,6
3635,3635,,17,0,1,0,0,10,0.19603,0.207936,0,0.004497,9,0
3636,3636,,10,0,9,0.305556,11,11,0.202169,0.216423,7855.217201,0.02523,5,1
3637,3637,,5,0,3,0.333333,1,10,0.200047,0.209747,3774.3149,0.004196,9,0
3638,3638,,17,0,5,0,0,9,0.210174,0.220853,4073.146149,0.005406,9,0
3639,3639,,17,0,3,0.333333,1,10,0.190485,0.201217,7622,0.002994,9,0
3640,3640,,8,0,1,0,0,10,0.180319,0.18796,0,0.00116,4,6
3641,3641,,17,0,4,0.166667,1,9,0.207474,0.218293,1996.07468,0.006254,9,0
3642,3642,,17,0,9,0.083333,3,10,0.204195,0.215984,26812.2486,0.005792,9,0
3643,3643,,10,0,12,0.515152,34,12,0.173242,0.181943,21803.647353,0.006696,5,10
3644,3644,,0,0,29,0.396552,161,10,0.237625,0.257459,7178.334435,0.268838,3,2
3645,3645,,14,0,4,0.833333,5,10,0.175876,0.183873,0.666667,0.002651,2,3
3646,3646,,17,0,3,0,0,10,0.19685,0.205281,1176.624208,0.0026,9,0
3647,3647,,10,0,16,0.075,9,10,0.225473,0.243203,52862.608461,0.040488,5,1
3648,3648,,0,0,1,0,0,11,0.184344,0.193828,0,0.004124,3,2
3649,3649,,17,0,5,0.3,3,9,0.221876,0.23573,4376.652863,0.014963,9,0
3650,3650,,17,0,27,0.162393,57,9,0.237181,0.254765,92470.083468,0.051057,9,0
3651,3651,,16,0,4,0,0,10,0.195748,0.20521,15649.774027,0.002895,9,0
3652,3652,,16,0,4,0.333333,2,10,0.228281,0.244774,21660.833745,0.021341,9,0
3653,3653,,14,0,45,0.166667,165,9,0.24833,0.271164,257287.185428,0.145844,2,3
3654,3654,,1,0,4,0.666667,4,12,0.152056,0.156417,199.129496,0.001791,8,4
3655,3655,,8,0,8,0.178571,5,9,0.214364,0.226917,35088.792988,0.015993,4,6
3656,3656,,14,0,1,0,0,13,0.12109,0.123899,0,0.000356,0,5
3657,3657,,0,0,5,0.3,3,10,0.210702,0.224523,369.171994,0.022446,3,2
3658,3658,,17,0,1,0,0,11,0.170495,0.176531,0,0.000422,9,0
3659,3659,,0,0,14,0.241758,22,10,0.227702,0.244295,5845.754667,0.098719,3,2
3660,3660,,0,0,1,0,0,11,0.161851,0.166811,0,0.000466,3,2
3661,3661,,10,0,6,0,0,10,0.201597,0.212157,14913.018982,0.004347,5,1
3662,3662,,9,0,2,0,0,11,0.177349,0.184834,951.790538,0.001071,9,3
3663,3663,,10,0,4,0,0,11,0.180764,0.189053,23060.046163,0.002324,5,1
3664,3664,,15,0,1,0,0,11,0.188497,0.197597,0,0.006351,1,1
3665,3665,,17,0,2,1,1,11,0.160255,0.166387,0,0.001249,9,0
3666,3666,,17,0,19,0.111111,19,9,0.227831,0.245547,72743.438561,0.028929,9,0
3667,3667,,17,0,20,0.342105,65,10,0.229367,0.248373,2738.435823,0.0758,9,0
3668,3668,,14,0,1,0,0,9,0.225239,0.235972,0,0.004552,8,0
3669,3669,,0,0,11,0.563636,31,10,0.223548,0.239505,639.101995,0.106395,3,2
3670,3670,,17,0,21,0.033333,7,10,0.234251,0.251112,132096.261493,0.021955,9,0
3671,3671,,10,0,7,0.619048,13,12,0.172252,0.18102,312.658547,0.005191,5,1
3672,3672,,10,0,13,0.128205,10,10,0.21145,0.224346,19869.987084,0.014933,5,1
3673,3673,,10,0,2,1,1,12,0.175366,0.182597,0,0.001226,5,1
3674,3674,,11,0,3,0.333333,1,11,0.185728,0.193626,4531.205216,0.004217,7,7
3675,3675,,10,0,1,0,0,10,0.202293,0.210843,0,0.002625,5,8
3676,3676,,6,0,1,0,0,11,0.151052,0.15612,0,0.000424,2,3
3677,3677,,16,0,3,0,0,11,0.171073,0.177755,14550.327901,0.001404,9,0
3678,3678,,10,0,12,0.287879,19,11,0.202287,0.216828,2043.071254,0.024604,5,1
3679,3679,,6,0,16,0.091667,11,9,0.21671,0.235796,23495.138938,0.04038,2,3
3680,3680,,10,0,13,0.076923,6,10,0.205184,0.218805,5841.42798,0.016792,5,1
3681,3681,,0,0,5,0.3,3,10,0.223103,0.238227,9821.458547,0.036027,3,2
3682,3682,,10,0,4,0.166667,1,10,0.203448,0.213844,1366.686961,0.005349,5,1
3683,3683,,8,0,3,0.666667,2,10,0.199911,0.209969,0.908333,0.006376,4,6
3684,3684,,9,0,2,0,0,11,0.170077,0.175866,84.824211,0.000907,9,0
3685,3685,,6,0,1,0,0,12,0.151409,0.156552,0,0.000408,2,3
3686,3686,,17,0,6,0.066667,1,10,0.219033,0.230892,10335.080706,0.007494,9,0
3687,3687,,17,0,6,0.066667,1,10,0.200094,0.212077,4399.520472,0.005096,9,0
3688,3688,,10,0,2,0,0,11,0.200589,0.210709,1633.634549,0.005782,5,2
3689,3689,,10,0,4,0.666667,4,11,0.19715,0.208097,3.456189,0.009588,5,1
3690,3690,,10,0,3,0,0,10,0.20288,0.213691,61.659229,0.006077,5,1
3691,3691,,5,0,1,0,0,11,0.179648,0.186097,0,0.000497,0,5
3692,3692,,3,0,7,0,0,9,0.237906,0.253716,27219.178562,0.026345,4,0
3693,3693,,17,0,2,0,0,11,0.186596,0.196026,3.298413,0.002278,9,0
3694,3694,,15,0,17,0.492647,67,10,0.2159,0.230877,10604.37147,0.081824,1,1
3695,3695,,6,0,4,0,0,9,0.195547,0.206655,1367.986863,0.005219,2,3
3696,3696,,17,0,3,0,0,11,0.189443,0.19999,7693.81187,0.003111,9,0
3697,3697,,8,0,2,1,1,10,0.193305,0.203078,0,0.006577,4,6
3698,3698,,17,0,8,0.392857,11,10,0.203237,0.214769,190.522671,0.014618,9,0
3699,3699,,10,0,4,0.666667,4,11,0.196408,0.210299,7.782411,0.017946,5,1
3700,3700,,17,0,4,0,0,10,0.202907,0.213246,25785.64902,0.003931,9,0
3701,3701,,0,0,57,0.109649,175,9,0.245697,0.268861,186993.160046,0.252458,3,2
3702,3702,,0,0,2,0,0,11,0.170419,0.177868,9.273057,0.001356,3,2
3703,3703,,12,0,5,0.4,4,11,0.166405,0.17306,538.110615,0.002711,8,4
3704,3704,,0,0,1,0,0,11,0.177423,0.18523,0,0.001594,3,2
3705,3705,,14,0,11,0.072727,4,9,0.236152,0.253603,32222.454407,0.033785,2,3
3706,3706,,14,0,6,0.6,9,10,0.203927,0.216476,82.902003,0.017009,2,3
3707,3707,,2,0,4,0.5,3,11,0.175387,0.182206,5.303675,0.003561,5,8
3708,3708,,0,0,14,0.263736,24,10,0.210621,0.225709,10502.824081,0.039242,3,2
3709,3709,,0,0,1,0,0,11,0.178725,0.187284,0,0.002255,3,2
3710,3710,,10,0,2,0,0,12,0.158753,0.165198,2.606105,0.001223,5,1
3711,3711,,8,0,4,0,0,10,0.207864,0.217713,7163.606006,0.003597,5,1
3712,3712,,10,0,2,1,1,11,0.176258,0.184266,0,0.001166,5,1
3713,3713,,3,0,1,0,0,10,0.202223,0.209291,0,0.001338,9,0
3714,3714,,10,0,12,0.19697,13,10,0.219917,0.236716,17191.039367,0.03428,5,1
3715,3715,,6,0,29,0.155172,63,9,0.223719,0.242604,29282.304199,0.068579,2,3
3716,3716,,14,0,6,0.066667,1,10,0.207485,0.219904,1212.849055,0.010576,2,3
3717,3717,,16,0,1,0,0,10,0.197431,0.207981,0,0.002582,9,0
3718,3718,,17,0,5,0.5,5,10,0.191952,0.201259,125.911165,0.005174,9,0
3719,3719,,10,0,1,0,0,11,0.184006,0.190044,0,0.000603,5,1
3720,3720,,17,0,7,0.190476,4,10,0.20783,0.224289,10555.650458,0.019069,9,0
3721,3721,,5,0,5,0.1,1,11,0.186108,0.193644,13956.437632,0.002581,0,5
3722,3722,,10,0,11,0.145455,8,10,0.22021,0.237119,4544.180486,0.031556,5,1
3723,3723,,10,0,1,0,0,13,0.139782,0.143261,0,0.000316,5,1
3724,3724,,9,0,3,0.666667,2,11,0.18122,0.187235,2,0.001474,1,7
3725,3725,,14,0,21,0.185714,39,9,0.22451,0.241541,40100.056008,0.053148,2,3
3726,3726,,10,0,10,0.355556,16,11,0.208085,0.22352,1444.660049,0.025939,5,1
3727,3727,,17,0,1,0,0,11,0.176096,0.184821,0,0.001075,9,0
3728,3728,,17,0,1,0,0,12,0.148302,0.15319,0,0.000321,9,0
3729,3729,,15,0,1,0,0,10,0.202223,0.209291,0,0.001338,9,0
3730,3730,,9,0,2,1,1,10,0.213523,0.223852,0,0.004701,5,1
3731,3731,,3,0,2,1,1,10,0.185877,0.192124,0,0.00105,8,4
3732,3732,,0,0,4,0.166667,1,10,0.187786,0.1964,1946.880414,0.002639,3,2
3733,3733,,6,0,2,0,0,12,0.172046,0.180044,7622,0.00157,5,1
3734,3734,,9,0,1,0,0,12,0.158321,0.164633,0,0.0005,1,1
3735,3735,,10,0,2,1,1,10,0.204908,0.216063,0,0.00894,5,1
3736,3736,,14,0,8,0.285714,8,9,0.217105,0.231421,18341.945375,0.016571,2,3
3737,3737,,17,0,19,0.116959,20,10,0.230351,0.249824,58123.661514,0.038723,9,0
3738,3738,,11,0,12,0.318182,21,11,0.177324,0.185337,8054.821864,0.016105,7,7
3739,3739,,17,0,1,0,0,11,0.169032,0.175896,0,0.000685,9,0
3740,3740,,10,0,2,1,1,11,0.186779,0.196058,0,0.003612,5,1
3741,3741,,10,0,7,0.238095,5,10,0.194524,0.205497,1924.507842,0.00834,5,1
3742,3742,,8,0,3,0,0,10,0.180888,0.189519,27.303417,0.003005,4,6
3743,3743,,0,0,7,0.047619,1,10,0.207858,0.221378,9115.193625,0.025051,3,2
3744,3744,,14,0,6,0.533333,8,11,0.184055,0.192882,1047.400305,0.00507,0,5
3745,3745,,10,0,4,0.5,3,11,0.180524,0.189646,1350.520044,0.00431,3,2
3746,3746,,10,0,1,0,0,12,0.144195,0.148239,0,0.000339,5,1
3747,3747,,14,0,17,0.448529,61,9,0.212879,0.228989,2093.648332,0.067681,2,3
3748,3748,,16,0,9,0.305556,11,10,0.194887,0.204395,9144.501074,0.008474,9,0
3749,3749,,3,0,1,0,0,11,0.164683,0.169177,0,0.000403,8,4
3750,3750,,17,0,10,0.044444,2,10,0.206005,0.218149,14576.704535,0.010708,9,0
3751,3751,,17,0,30,0.062069,27,9,0.245991,0.268677,209312.772247,0.064867,9,0
3752,3752,,6,0,4,0.166667,1,10,0.182788,0.192113,185.421911,0.002983,2,3
3753,3753,,0,0,1,0,0,11,0.169122,0.175897,0,0.000947,3,2
3754,3754,,2,0,2,0,0,11,0.179996,0.189046,2245.550921,0.001822,0,3
3755,3755,,17,0,38,0.071124,50,10,0.231098,0.252404,61579.287506,0.069731,9,0
3756,3756,,0,0,12,0.19697,13,10,0.230623,0.247282,13521.262525,0.071247,3,2
3757,3757,,8,0,24,0.137681,38,9,0.220701,0.237435,29674.915378,0.040507,4,6
3758,3758,,17,0,5,0,0,10,0.201629,0.215309,21762.359807,0.006862,4,0
3759,3759,,3,0,10,0.355556,16,11,0.175536,0.18465,36784.6272,0.007459,8,4
3760,3760,,6,0,4,0.5,3,10,0.199122,0.211181,26.299142,0.009286,2,3
3761,3761,,10,0,2,0,0,11,0.194897,0.205375,239.3464,0.00504,5,1
3762,3762,,17,0,3,0.666667,2,10,0.197354,0.209523,2284.173558,0.005511,9,0
3763,3763,,15,0,2,1,1,11,0.195567,0.206053,0,0.012044,1,1
3764,3764,,17,0,6,0,0,10,0.199518,0.211381,7261.463075,0.006683,9,0
3765,3765,,3,0,1,0,0,13,0.142723,0.146287,0,0.000339,8,4
3766,3766,,15,0,13,0.333333,26,11,0.21175,0.225007,2258.674403,0.045389,1,1
3767,3767,,14,0,7,0.380952,8,9,0.220918,0.234218,21998.869903,0.014078,2,3
3768,3768,,14,0,8,0.535714,15,10,0.202885,0.215496,704.478132,0.018402,2,3
3769,3769,,14,0,2,0,0,10,0.180738,0.188978,97.281527,0.001725,2,3
3770,3770,,10,0,6,0.8,12,11,0.182753,0.191996,68.891086,0.005039,5,1
3771,3771,,17,0,2,1,1,10,0.211222,0.2286,0,0.016577,9,0
3772,3772,,7,0,3,0,0,10,0.20514,0.212969,6998.208034,0.002219,5,1
3773,3773,,6,0,9,0.472222,17,10,0.220662,0.237368,3856.421281,0.033435,2,3
3774,3774,,10,0,13,0.358974,28,11,0.185398,0.196229,10331.081029,0.009658,5,1
3775,3775,,16,0,2,1,1,9,0.230274,0.241761,0,0.006056,8,0
3776,3776,,6,0,1,0,0,10,0.200822,0.214244,0,0.009341,2,3
3777,3777,,6,0,6,0.066667,1,10,0.207271,0.222795,24722.549348,0.018564,2,3
3778,3778,,16,0,1,0,0,12,0.169944,0.177472,0,0.001749,7,7
3779,3779,,6,0,6,0.4,6,9,0.214527,0.228147,1963.05905,0.016884,2,3
3780,3780,,10,0,8,0.107143,3,11,0.195246,0.207994,1056.804491,0.011019,5,1
3781,3781,,5,0,10,0.688889,31,11,0.190404,0.200243,66.418182,0.015828,0,5
3782,3782,,1,0,1,0,0,12,0.166692,0.171764,0,0.000802,8,4
3783,3783,,0,0,3,0,0,11,0.17842,0.187137,687.461416,0.002085,3,2
3784,3784,,10,0,2,0,0,12,0.163471,0.170702,56.569427,0.001292,5,1
3785,3785,,14,0,1,0,0,10,0.179293,0.187379,0,0.001788,2,3
3786,3786,,8,0,18,0.405229,62,9,0.22443,0.238856,8437.444619,0.04815,4,6
3787,3787,,10,0,2,1,1,11,0.169438,0.176944,0,0.001124,5,1
3788,3788,,0,0,1,0,0,11,0.177979,0.184656,0,0.000879,3,2
3789,3789,,16,0,4,0,0,10,0.194713,0.204397,3526.667482,0.003573,0,5
3790,3790,,17,0,7,0.333333,7,10,0.217719,0.232126,8202.425354,0.022091,9,0
3791,3791,,5,0,1,0,0,12,0.149708,0.153712,0,0.000319,0,5
3792,3792,,10,0,8,0.071429,2,11,0.195096,0.206431,56727.09476,0.005922,5,1
3793,3793,,3,0,8,0.178571,5,10,0.195467,0.203488,27014.843655,0.004234,8,4
3794,3794,,10,0,1,0,0,12,0.175105,0.182215,0,0.000749,5,1
3795,3795,,10,0,4,0.166667,1,11,0.175487,0.18504,21454.351646,0.003218,5,1
3796,3796,,17,0,2,0,0,11,0.167845,0.174284,4289.360701,0.000858,9,0
